Catalyst key,Catalyst,Formula,Morphology
paper_1000|output_1000|chem_H_WO3,H-WO3,H-WO3,Hierarchical
paper_803|output_803|chem_Ni3S2_NF,Ni3S2/NF,Ni3S2/NF,Generic Nanostructure; Particle/Cluster; Porous Network
paper_803|output_803|chem_Ni3S2_NF-R,Ni3S2/NF-R,NiOOH/Ni3S2/NF,Generic Nanostructure; Particle/Cluster; Porous Network
paper_803|output_803|chem_NiOOH_NF,NiOOH/NF,NiOOH/NF,Particle/Cluster; Porous Network
paper_805|output_805|chem_cr_niooh,CR-NiOOH,NiOOH,1D Wire/Rod/Tube; Amorphous; Array/Aligned; Crystalline; Faceted Polyhedron; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_805|output_805|chem_fe_niooh,Fe-NiOOH,Fe-NiOOH,Porous Network
paper_805|output_805|chem_moo2_ni,MoO2-Ni,MoO2-Ni,1D Wire/Rod/Tube; Porous Network
paper_805|output_805|chem_nimoO4,NiMoO4,NiMoO4,1D Wire/Rod/Tube; Array/Aligned; Porous Network
paper_806|output_806|chem_Co_(OH)3Cl,Co (OH)3Cl,Co2(OH)3Cl,1D Wire/Rod/Tube; Crystalline; Film/Coating; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_806|output_806|chem_IrO2_V2O5,IrO2/V2O5,IrO2/V2O5,1D Wire/Rod/Tube; Generic Nanostructure; Porous Network
paper_807|output_807|chem_Co(OH)2-CoP,Co(OH)₂–CoP,Co(OH)₂-CoP,Particle/Cluster
paper_807|output_807|chem_Ru_Co(OH)2,Ru/Co(OH)₂,Ru/Co(OH)₂,Particle/Cluster
paper_807|output_807|chem_Ru_Co(OH)2-CoP,Ru/Co(OH)₂–CoP,Ru/Co(OH)₂-CoP,2D Sheet; Particle/Cluster
paper_808|output_808|chem_Ce0.33_NFOOH,Ce0.33-NFOOH,Ce0.33-NiFeOOH,2D Sheet; Generic Nanostructure; Porous Network
paper_808|output_808|chem_NFOOH,NFOOH,NiFeOOH,2D Sheet; Generic Nanostructure; Porous Network
paper_809|output_809|chem_1T_MoS2_Pt,1T-MoS₂@Pt,1T-MoS₂@Pt,Particle/Cluster
paper_809|output_809|chem_1T_MoS2_Rh,1T-MoS₂@Rh,1T-MoS₂@Rh,Particle/Cluster
paper_809|output_809|chem_1T_MoS2_Ru,1T-MoS₂@Ru,1T-MoS₂@Ru,Particle/Cluster
paper_809|output_809|chem_2H_MoS2_Pt,2H-MoS₂@Pt,2H-MoS₂@Pt,Particle/Cluster
paper_80|output_80|chem_A_Ir1_Co0.8Fe0.2Se2_NiFoam,A-Ir1/Co0.8Fe0.2Se2@Ni foam,,2D Sheet; Porous Network
paper_80|output_80|chem_C_Ir1_Co0.8Fe0.2Se2_NiFoam,C-Ir1/Co0.8Fe0.2Se2@Ni foam,,2D Sheet; Porous Network
paper_810|output_810|chem_CNTs,CNTs/CC,C,1D Wire/Rod/Tube; Particle/Cluster
paper_810|output_810|chem_NiSe,NiSe,NiSe,1D Wire/Rod/Tube; Particle/Cluster; Porous Network
paper_810|output_810|chem_NiSe_m_CNTs,NiSe-m-CNTs/CC,NiSe,1D Wire/Rod/Tube; Particle/Cluster; Porous Network
paper_810|output_810|chem_h_NiSe_CNTs,h-NiSe/CNTs,NiSe,1D Wire/Rod/Tube; Particle/Cluster; Porous Network
paper_813|output_813|chem_v_fe_pba,V/Fe PBA,Na_{0.4}(VO)_3[Fe(CN)_6]_2 \cdot 1.2 H_2O,Particle/Cluster
paper_814|output_814|chem_Ni(OH)2,Ni(OH)₂ porous nanoplates,Ni(OH)₂,2D Sheet; Porous Network
paper_814|output_814|chem_Ni-P,Ni–P porous nanoplates,Ni5P4/Ni2P,2D Sheet; Particle/Cluster; Porous Network
paper_814|output_814|chem_NiO,NiO porous nanoplates,NiO,2D Sheet; Porous Network
paper_815|output_815|chem_ect_s_coo,ECT-S-CoO,CoO,Faceted Polyhedron; Porous Network
paper_815|output_815|chem_ect_se_coo,ECT-Se-CoO,CoO,Faceted Polyhedron; Porous Network
paper_815|output_815|chem_ect_te_coo,ECT-Te-CoO,CoO,Faceted Polyhedron; Porous Network
paper_816|output_816|chem_Fe_Ni3C_2,Fe-Ni₃C-2%,Fe-Ni₃C,2D Sheet; Particle/Cluster
paper_816|output_816|chem_Fe_Ni3C_5,Fe-Ni₃C-5%,Fe-Ni₃C,2D Sheet; Particle/Cluster
paper_816|output_816|chem_Ni3C,Ni₃C nanosheets,Ni₃C,2D Sheet
paper_817|output_817|chem_Ni(OH)2@Ni/CC,Ni(OH)₂@Ni/CC,Ni(OH)₂@Ni,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_818|output_818|chem_Co(OH)2_NF,Co(OH)2/NF,Co(OH)2,2D Sheet; Crystalline; Faceted Polyhedron; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network
paper_818|output_818|chem_aPBA_Co(OH)2_NF,aPBA@Co(OH)2/NF,Co3O4/Fe3O4,Porous Network
paper_818|output_818|chem_nPBA_Co(OH)2_NF,nPBA@Co(OH)2/NF,CoFeN,2D Sheet; Film/Coating; Particle/Cluster; Porous Network
paper_81|output_81|chem_Ni_201,Ni-201 perforated plates,Ni,1D Wire/Rod/Tube; Porous Network
paper_820|output_820|chem_NF_PBA,NF-PBA,Na_xNiFe(CN)_6,2D Sheet; Crystalline; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network
paper_821|output_821|chem_nife_ldh,NiFe-LDH,NiFe-LDH,2D Sheet
paper_821|output_821|chem_pba_60,PBA-60,K₂NiFe(CN)₆,Particle/Cluster; Porous Network
paper_822|output_822|chem_fe_cop_htpas,mesoporous Fe-CoP HTPAs,Fe-CoP,1D Wire/Rod/Tube; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network
paper_823|output_823|chem_CoP_NCs,CoP NCs,CoP,2D Sheet; Crystalline; Faceted Polyhedron; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster
paper_823|output_823|chem_CoP_NFs,CoP NFs,CoP,2D Sheet; Crystalline; Faceted Polyhedron; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster
paper_825|output_825|chem_F_Co2P_Fe2P_IF,F-Co₂P/Fe₂P/IF,F-Co₂P/Fe₂P/IF,Particle/Cluster; Porous Network
paper_825|output_825|chem_F_CoFe_PBA_IF,F-CoFe-PBA/IF,F-CoFe-PBA/IF,Particle/Cluster
paper_825|output_825|chem_IF,IF,Fe,Particle/Cluster; Porous Network
paper_826|output_826|chem_cit_nmf,Cit-NMF,Na1.8Mn[Fe(CN)6]0.88[□Fe(CN)6]0.12•2.65H2O,2D Sheet; Faceted Polyhedron; Particle/Cluster; Porous Network
paper_827|output_827|chem_CoNiOx-P-NFs,CoNiOx-P-NFs,CoNiO_x-P,Porous Network
paper_827|output_827|chem_D-CoNiOx-P-NFs,D-CoNiOx-P-NFs,CoNiO_x-P,Particle/Cluster; Porous Network
paper_828|output_828|chem_Ni1Cu1_C,Ni₁Cu₁/C,NiCu,Particle/Cluster
paper_828|output_828|chem_Ni1Cu2_C,Ni₁Cu₂/C,NiCu,Particle/Cluster
paper_828|output_828|chem_Ni1Cu3_C,Ni₁Cu₃/C,NiCu,Particle/Cluster
paper_828|output_828|chem_Ni2Cu1_C,Ni₂Cu₁/C,NiCu,Particle/Cluster
paper_828|output_828|chem_Ni3Cu1_C,Ni₃Cu₁/C,NiCu,Particle/Cluster
paper_829|output_829|chem_CoFe_PBA_NS_CF,CoFe-PBA NS@CF,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_829|output_829|chem_CoFe_PBA_NS_NF_12,CoFe-PBA NS@NF-12,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_829|output_829|chem_CoFe_PBA_NS_NF_2,CoFe-PBA NS@NF-2,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_829|output_829|chem_CoFe_PBA_NS_NF_24,CoFe-PBA NS@NF-24,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_829|output_829|chem_CoFe_PBA_NS_NF_48,CoFe-PBA NS@NF-48,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_829|output_829|chem_CoFe_PBA_NS_TF,CoFe-PBA NS@TF,Co[Fe(CN)₅(NO)]·4H₂O,2D Sheet; Porous Network
paper_82|output_82|chem_Fe0_5_at_NF_60_5,Fe0.5@NF/60-5,,Porous Network
paper_82|output_82|chem_Fe1_5_at_NF_60_5,Fe1.5@NF/60-5,,Porous Network
paper_82|output_82|chem_Fe1_at_NF_25_5,Fe1@NF/25-5,,1D Wire/Rod/Tube; Porous Network
paper_82|output_82|chem_Fe1_at_NF_60_5,Fe1@NF/60-5,,Porous Network
paper_82|output_82|chem_Ni1_at_IF_60_3,Ni1@IF/60-3,,Porous Network
paper_82|output_82|chem_Ni2_at_IF_60_5,Ni2@IF/60-5,,Porous Network
paper_82|output_82|chem_NiCu_and_IF,NiCu&IF,,Porous Network
paper_82|output_82|chem_Ni_and_IF,Ni&IF,,Porous Network
paper_831|output_831|chem_nimoO4_niooh,NiMoO4@NiOOH,,1D Wire/Rod/Tube; 2D Sheet; Amorphous; Array/Aligned; Crystalline; Faceted Polyhedron; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_832|output_832|chem_NiCo_A_NiCo_PBA_AA,NiCo@A-NiCo-PBA-AA,Ni(OH)2,Film/Coating
paper_833|output_833|chem_Co-Pt_dual-single-atom_TiO2,Co-Pt dual-single-atom catalyst,Co0.16wt%Pt0.18wt%/TiO2,2D Sheet
paper_833|output_833|chem_Co_0.17pct_TiO2,Co0.17% single-atom catalyst,Co0.17%/TiO2,Particle/Cluster
paper_833|output_833|chem_Pt_0.1pct_TiO2,Pt0.1% single-atom catalyst,Pt0.1%/TiO2,2D Sheet; Crystalline; Particle/Cluster
paper_833|output_833|chem_Pt_1pct_TiO2,Pt1% clustered catalyst,Pt1%/TiO2,Particle/Cluster
paper_834|output_834|chem_IrO2_Ni_CC,IrO2/Ni/CC,,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_834|output_834|chem_NiFeP_CC,NiFeP/CC,NiFeP,Film/Coating; Particle/Cluster; Porous Network
paper_834|output_834|chem_Ni_CC,Ni/CC,,Porous Network
paper_834|output_834|chem_PBA_Ni_CC,PBA/Ni/CC,,Film/Coating; Particle/Cluster; Porous Network
paper_834|output_834|chem_PtC_Ni_CC,Pt/C/Ni/CC,,Particle/Cluster; Rough/Wrinkled
paper_835|output_835|chem_a_Co_PO3_2_MoO4_rGO,a-Co(PO₃)₂/MoO₄/rGO,a-Co(PO₃)₂/MoO₄/rGO,Amorphous; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_836|output_836|chem_PBAs_NC,PBAs-NC,K2NiFe(CN)6,Faceted Polyhedron
paper_836|output_836|chem_PBAs_NG,PBAs-NG,K2NiFe(CN)6,Faceted Polyhedron
paper_838|output_838|chem_Pt61La39_KB,Pt₆₁La₃₉@KB,Pt₆₁La₃₉,Film/Coating; Particle/Cluster
paper_838|output_838|chem_PtLa_CC,PtLa@CC,PtLa,Film/Coating; Particle/Cluster
paper_83|output_83|chem_HEA_8D_1,Octonary catalyst HEA-1,Pd0.487Pt0.185Cu0.018Ir0.037Ce0.106Nb0.168,Faceted Polyhedron
paper_83|output_83|chem_HEA_8D_2,Octonary catalyst HEA-2,Pd0.381Pt0.080Cu0.009Au0.004Ir0.02Ce0.086Nb0.338Cr0.082,1D Wire/Rod/Tube; Faceted Polyhedron; Particle/Cluster
paper_83|output_83|chem_PdPtCu,Ternary Pd-Pt-Cu catalyst,Pd0.635Pt0.258Cu0.107,Faceted Polyhedron
paper_83|output_83|chem_Pd_benchmark,Pure Pd catalyst benchmark,Pd,Crystalline; Faceted Polyhedron; Particle/Cluster
paper_840|output_840|chem_A-PBA,A-PBA,(NH₄)₁.₈₅Fe₀.₃₃Mn₀.₆₇[Fe(CN)₆]₀.₉₈·0.77H₂O,Faceted Polyhedron; Particle/Cluster
paper_841|output_841|chem_NiCu,NiCu,NiCu,Particle/Cluster; Porous Network
paper_841|output_841|chem_O_NiCu,O-NiCu,O-NiCu,Particle/Cluster; Porous Network
paper_842|output_842|chem_NiCo_IF,NiCo/IF,NiCo,Porous Network
paper_842|output_842|chem_NiCu_IF,NiCu/IF,NiCu,Particle/Cluster; Porous Network
paper_842|output_842|chem_NiFe_IF,NiFe/IF,,Porous Network
paper_842|output_842|chem_NiMo_IF,NiMo/IF,NiMo,Porous Network
paper_842|output_842|chem_NiZn_IF,NiZn/IF,NiZn,Porous Network
paper_842|output_842|chem_Ni_IF,Ni/IF,Ni,2D Sheet; Crystalline; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_843|output_843|chem_AC-1,AC-1,Fe-Co(OH)2-Co(O)OH,2D Sheet
paper_843|output_843|chem_AC-2,AC-2,Fe-Co(OH)2-Co(O)OH,2D Sheet
paper_846|output_846|chem_FeMn_CoNi_H,FeMn@CoNi-H,K_{0.3}Mn[Fe(CN)_6]_{0.75}·xH_2O@K_{0.29}Ni[Co(CN)_6]_{0.83}·yH_2O,Hollow/Core-Shell; Particle/Cluster
paper_846|output_846|chem_FeMn_CoNi_S,FeMn@CoNi-S,K_{1.1}Mn[Fe(CN)_6]_{0.94}·xH_2O@K_{0.1}Ni[Co(CN)_6]_{0.72}·yH_2O,Hollow/Core-Shell; Particle/Cluster
paper_847|output_847|chem_Fe-Co_PBA,Fe-Co PBA,Fe3[CoIII(CN)6]2,Array/Aligned; Generic Nanostructure; Particle/Cluster
paper_847|output_847|chem_Ni-Co@Fe-Co_PBA,Ni-Co@Fe-Co PBA,Ni3[CoIII(CN)6]2 core with Fe3[CoIII(CN)6]2 shell,2D Sheet; Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_847|output_847|chem_NiFe-Co_PBA,NiFe-Co PBA,NixFe3-x[CoIII(CN)6]2,Faceted Polyhedron; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_848|output_848|chem_CoPBA-V_CN,CoPBA-V_CN,CoPBA-V_CN,Particle/Cluster
paper_848|output_848|chem_FeCoPBA-V_CN,FeCoPBA-V_CN,FeCoPBA-V_CN,Generic Nanostructure; Particle/Cluster; Porous Network
paper_848|output_848|chem_FePBA,FePBA,FePBA,Particle/Cluster; Porous Network
paper_848|output_848|chem_FePBA-V_CN,FePBA-V_CN,FePBA-V_CN,Particle/Cluster; Porous Network
paper_849|output_849|chem_PBA-P,PBA-P,,Hollow/Core-Shell; Rough/Wrinkled
paper_849|output_849|chem_PBA-Se_350,PBA-Se 350,,Faceted Polyhedron; Hollow/Core-Shell; Particle/Cluster; Rough/Wrinkled
paper_84|output_84|chem_z_NiFe,zwitterion-modified NiFe catalyst,,2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Porous Network
paper_850|output_850|chem_Ni-NiOx,Ni-NiOₓ,Ni-NiOₓ,2D Sheet; Crystalline
paper_850|output_850|chem_Ni3Sn2-NiSnOx-1,Ni₃Sn₂-NiSnOₓ-1,Ni₃Sn₂-NiSnOₓ,2D Sheet; Crystalline; Particle/Cluster
paper_850|output_850|chem_Ni3Sn2-NiSnOx-2,Ni₃Sn₂-NiSnOₓ-2,Ni₃Sn₂-NiSnOₓ,2D Sheet; Crystalline; Particle/Cluster
paper_850|output_850|chem_Ni3Sn2-NiSnOx-4,Ni₃Sn₂-NiSnOₓ-4,Ni₃Sn₂-NiSnOₓ,2D Sheet; Crystalline; Particle/Cluster
paper_850|output_850|chem_Ni3Sn2-NiSnOx-6,Ni₃Sn₂-NiSnOₓ-6,Ni₃Sn₂-NiSnOₓ,2D Sheet; Crystalline; Particle/Cluster
paper_851|output_851|chem_Ce-PBA,Ce-PBA,CeFe(CN)6·5H2O,Generic Nanostructure; Particle/Cluster
paper_851|output_851|chem_Ce-PBA-250,Ce-PBA-250,,Generic Nanostructure; Particle/Cluster
paper_851|output_851|chem_CePO4_Ce-PBA-1,CePO4/Ce-PBA-1,,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_851|output_851|chem_CePO4_Ce-PBA-2,CePO4/Ce-PBA-2,,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_852|output_852|chem_NiFe_Ni,NiFe/Ni,Ni2[Fe(CN)6] on Ni foam,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_852|output_852|chem_Ni_TCPP_TiO2,Ni-TCPP/TiO2,Ni-TCPP/TiO2,Crystalline; Faceted Polyhedron; Porous Network
paper_854|output_854|chem_NFZ_PBA_H,NFZ-PBA-H,,Faceted Polyhedron
paper_856|output_856|chem_NF_CoFeP,NF@CoFeP,Co₂P-Fe₂P,2D Sheet; Generic Nanostructure; Porous Network
paper_857|output_857|chem_agns,AGNs,,2D Sheet
paper_857|output_857|chem_ps_cun4,PS-CuN4,CuN₄C₄,Porous Network
paper_857|output_857|chem_psb_cun3,PSB-CuN3,CuN₃C₃,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_858|output_858|chem_pt_np_wo3-x,Pt NP-WO_{3-x},,Particle/Cluster
paper_858|output_858|chem_pt_sa_wo3,Pt SA-WO_3,Pt/WO_3,Generic Nanostructure; Particle/Cluster
paper_859|output_859|chem_Cs_FAU,Cs+-FAU,Cs+-FAU,Particle/Cluster
paper_859|output_859|chem_K_FAU,K+-FAU,K+-FAU,Faceted Polyhedron; Particle/Cluster
paper_859|output_859|chem_Na_FAU,Na+-FAU,Na+-FAU,Particle/Cluster
paper_859|output_859|chem_Rb_FAU,Rb+-FAU,Rb+-FAU,Faceted Polyhedron; Particle/Cluster
paper_85|output_85|chem_z_NiFe,zwitterion-modified NiFe catalyst,,2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Porous Network; Rough/Wrinkled
paper_860|output_860|chem_Pt_WO3_400,Pt/WO3-400,Pt/WO₃,Generic Nanostructure; Particle/Cluster
paper_860|output_860|chem_Pt_WO3_500,Pt/WO3-500,Pt/WO₃,Generic Nanostructure; Particle/Cluster
paper_860|output_860|chem_Pt_WO3_600,Pt/WO3-600,Pt/WO₃,Generic Nanostructure; Particle/Cluster
paper_862|output_862|chem_WO3_NF,WO₃/NF,WO₃/NF,Porous Network
paper_863|output_863|chem_CoF2,CoF_2,CoF_2,Crystalline
paper_863|output_863|chem_Ni0.42Co0.58F2-G,Ni_{0.42}Co_{0.58}F_2 -G,Ni_{0.42}Co_{0.58}F_2,1D Wire/Rod/Tube; Particle/Cluster
paper_863|output_863|chem_a-Ni-MeIM,a-Ni-MeIM,,1D Wire/Rod/Tube; Amorphous; Generic Nanostructure; Hierarchical; Porous Network
paper_864|output_864|chem_0.01F_NiFe_PBA,0.01F-NiFe PBA,,Faceted Polyhedron; Particle/Cluster; Porous Network
paper_864|output_864|chem_F_NiFe_PBA,F-NiFe PBA,,Faceted Polyhedron; Particle/Cluster; Porous Network
paper_864|output_864|chem_GQD_1_0.01F_NiFe_PBA,GQD/F-NiFe PBA,,Faceted Polyhedron; Particle/Cluster; Porous Network
paper_864|output_864|chem_GQD_NiFe_PBA,GQD/NiFe PBA,,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_864|output_864|chem_NiFe_PBA,NiFe PBA,Ni3[Fe(CN)6]2,Faceted Polyhedron; Particle/Cluster; Porous Network
paper_865|output_865|chem_hesa,HESA,,Particle/Cluster
paper_866|output_866|chem_NiFeOOH_VZn,NiFeOOH-V_Zn,NiFeOOH-V_Zn,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_866|output_866|chem_NiFeZn_LDH,NiFeZn-LDH,NiFeZn-LDH,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_866|output_866|chem_NiFe_LDH,NiFe-LDH,NiFe-LDH,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_867|output_867|chem_NF_Co4N_CeO2,NF/Co₄N@CeO₂,Co₄N@CeO₂/NF,Hollow/Core-Shell
paper_868|output_868|chem_NiCo_PBA,NiCo PBA,Ni₃[Co(CN)₆]₂·12H₂O,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_869|output_869|chem_pt_n_cowo3,Pt/N-CoWO₃,Pt/N-CoWO₃,Particle/Cluster
paper_86|output_86|chem_FeNiCoSnPt,FeNiCoSnPt,FeNiCoSnPt,Faceted Polyhedron; Particle/Cluster
paper_86|output_86|chem_FeNiCoSnPt_CNF,FeNiCoSnPt@CNFs,FeNiCoSnPt,1D Wire/Rod/Tube; Faceted Polyhedron; Particle/Cluster
paper_86|output_86|chem_FeNiCuCoPt,FeNiCuCoPt,FeNiCuCoPt,Faceted Polyhedron; Particle/Cluster
paper_86|output_86|chem_FeNiCuCoPt_CNF,FeNiCuCoPt@CNFs,FeNiCuCoPt,1D Wire/Rod/Tube; Array/Aligned; Faceted Polyhedron; Particle/Cluster
paper_86|output_86|chem_FeNiCuSnPt,FeNiCuSnPt,FeNiCuSnPt,Faceted Polyhedron; Particle/Cluster
paper_86|output_86|chem_FeNiCuSnPt_CNF,FeNiCuSnPt@CNFs,FeNiCuSnPt,1D Wire/Rod/Tube; Faceted Polyhedron; Particle/Cluster
paper_870|output_870|chem_d_nife_ldh,d-NiFe LDH,,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_870|output_870|chem_nife_ldh,NiFe LDH,,2D Sheet; Array/Aligned; Porous Network
paper_870|output_870|chem_ru_d_nife_ldh,Ru/d-NiFe LDH,,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster; Porous Network
paper_870|output_870|chem_ru_nife_ldh,Ru/NiFe LDH,,2D Sheet
paper_871|output_871|chem_PtRu_WO3_OV,PtRu/WO₃-Oᵥ,PtRu/WO₃-O_V,Particle/Cluster
paper_872|output_872|chem_fe_ni2p_1.0mM,Fe-doped Ni₂P (1.0 mM) nanosheets,Fe_xNi_{2(1-x)}P,2D Sheet
paper_873|output_873|chem_Ni1_N_C_15,Ni₁-N-C-15,Ni₁-N-C,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_873|output_873|chem_Ni1_N_C_50,Ni₁-N-C-50,Ni₁-N-C,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Rough/Wrinkled
paper_873|output_873|chem_Ni_N_C_ZnCl2,Ni-N-C-ZnCl₂,,Particle/Cluster
paper_874|output_874|chem_V-PBA,V-PBA,K_{0.50}(VO)_{1.2}Fe(CN)_6·5.38H_2O,Faceted Polyhedron
paper_876|output_876|chem_Ni(OH)2_FeOOH,Ni(OH)₂/FeOOH,Ni(OH)₂/FeOOH,Amorphous; Crystalline; Porous Network
paper_876|output_876|chem_Ni-FeNH,Ni-FeNH,Ni-FeNH,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_876|output_876|chem_Ni-FeOOH,Ni-FeOOH,Ni-FeOOH,2D Sheet; Amorphous; Porous Network
paper_876|output_876|chem_NiFe-LDH,NiFe-LDH,NiFe-LDH,2D Sheet; Crystalline; Porous Network
paper_877|output_877|chem_Fe_Ni_CoOOH_TPA,Fe-Ni-CoOOH-TPA,,1D Wire/Rod/Tube; Amorphous; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_879|output_879|chem_CoN_VN_NF,CoN/VN@NF,,Faceted Polyhedron; Porous Network
paper_879|output_879|chem_CoVO_NF,CoVO@NF,Co3V2O8,Porous Network
paper_879|output_879|chem_P_CoVO_NF,P-CoVO@NF,,Faceted Polyhedron; Porous Network
paper_87|output_87|chem_CoFeLaNiPt_HEMG_NP,Co-Fe-La-Ni-Pt-based high-entropy metallic glass nanoparticles,,Particle/Cluster; Porous Network
paper_87|output_87|chem_FeCoNiMnCuOOH_20,high-entropy (oxy)hydroxide nanosheets,,2D Sheet
paper_87|output_87|chem_FeCoNiMnOOH_NF,high-entropy FeCoNiMnOOH nanosheet on nickel foam,,2D Sheet; Porous Network
paper_87|output_87|chem_H_FeCoNiCuMo,Fe-Co-Ni-Cu-Mo-based high-entropy alloy,,Hollow/Core-Shell; Porous Network
paper_87|output_87|chem_NFCCW_HEA,nanoporous Ni-Fe-Cu-Co-W high-entropy alloy,,Porous Network
paper_87|output_87|chem_NiFeCoMnAl_oxide,nanoporous NiFeCoMnAl oxide,,Generic Nanostructure; Particle/Cluster; Porous Network
paper_87|output_87|chem_NiMoPSO_NCAs_NF,high-chaos nickel molybdenum phosphorus sulfide oxides on nickel foam,,Array/Aligned; Porous Network
paper_880|output_880|chem_S_CoOH2_CeO2,S–Co(OH)₂/CeO₂,S-Co(OH)₂/CeO₂,2D Sheet; Porous Network
paper_881|output_881|chem_Pt_D_NiFe_LDH,Pt/D-NiFe-LDH,,2D Sheet; Generic Nanostructure; Hierarchical; Porous Network
paper_882|output_882|chem_Ru0.5Mn0.5O2,Ru0.5Mn0.5O2,Ru0.5Mn0.5O2,Particle/Cluster
paper_883|output_883|chem_RZ,Ru₃Zn₁Oₓ,Ru₃Zn₁Oₓ,Particle/Cluster
paper_883|output_883|chem_RZW,Ru₃Zn₀.₈₅W₀.₁₅Oₓ,Ru₃Zn₀.₈₅W₀.₁₅Oₓ,Particle/Cluster
paper_884|output_884|chem_feconicu,FeCoNiCu,FeCoNiCu,2D Sheet; Faceted Polyhedron; Particle/Cluster
paper_884|output_884|chem_pd,Pd NPs,Pd,Particle/Cluster
paper_884|output_884|chem_pd_feconiccu,Pd-FeCoNiCu,Pd-FeCoNiCu,2D Sheet; Faceted Polyhedron; Particle/Cluster
paper_885|output_885|chem_A-RSCOH,A-RSCOH,RuSnCo(OH)₆,Amorphous
paper_885|output_885|chem_A-SCOH,A-SCOH,SnCo(OH)₆,Amorphous
paper_885|output_885|chem_SCOH,SCOH,SnCo(OH)₆,Amorphous
paper_886|output_886|chem_Ir_Mn_Ni_PA,Ir@Mn-Ni-PA,,1D Wire/Rod/Tube; 2D Sheet; Amorphous; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_886|output_886|chem_Mn_Ni_LDH,Mn-Ni LDH,,2D Sheet; Porous Network
paper_886|output_886|chem_Mn_Ni_PA,Mn-Ni-PA,,Amorphous
paper_887|output_887|chem_a_RhOH3_NiMn_LDH_4,a-Rh(OH)₃/NiMn-LDH-4,a-Rh(OH)₃/NiMn-LDH,2D Sheet
paper_888|output_888|chem_N-NiMo3P,N-NiMo₃P,N-NiMo₃P,Generic Nanostructure; Particle/Cluster; Porous Network
paper_888|output_888|chem_N-NiMoO3,N-NiMoO₃,N-NiMoO₃,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_889|output_889|chem_Ni0.17Fe0.83_2P,(Ni₀.₁₇Fe₀.₈₃)₂P,(Ni₀.₁₇Fe₀.₈₃)₂P,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Generic Nanostructure; Porous Network; Rough/Wrinkled
paper_889|output_889|chem_Ni0.33Fe0.67_2P,3D self-supported Fe-doped Ni₂P nanosheet arrays,(Ni₀.₃₃Fe₀.₆₇)₂P,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Generic Nanostructure; Porous Network; Rough/Wrinkled
